codigo_cnae,atividade,natureza_juridica,total_empresas,pessoal_ocupado_total,pessoal_ocupado_assalariado,salario_outras_rem
85.2,Ensino médio,Administração pública,34,806690,806690,39380536.681
85.2,Ensino médio,Entidades empresariais,2393,94823,89723,2642741.537
85.2,Ensino médio,Entidades sem fins lucrativos,537,100710,100249,4303264.031
85.3,Educação superior,Total,3837,847056,840990,65832554.413
85.3,Educação superior,Administração pública,190,344816,344816,41037401.238
85.3,Educação superior,Entidades empresariais,2876,231865,226452,9695603.053
85.3,Educação superior,Entidades sem fins lucrativos,771,270375,269722,15099550.122
85.4,Educação profissional de nível técnico e tecnológico,Total,3132,112916,107994,8804461.811
85.4,Educação profissional de nível técnico e tecnológico,Administração pública,45,76961,76961,8055792.436
85.4,Educação profissional de nível técnico e tecnológico,Entidades empresariais,2839,25725,21012,406701.883
85.4,Educação profissional de nível técnico e tecnológico,Entidades sem fins lucrativos,248,10230,10021,341967.492
85.5,Atividades de apoio à educação,Total,68083,94004,67735,2095498.718
85.5,Atividades de apoio à educação,Administração pública,108,5850,5850,210715.628
85.5,Atividades de apoio à educação,Entidades empresariais,2448,8216,4765,131292.923
85.5,Atividades de apoio à educação,Entidades sem fins lucrativos,65527,79938,57120,1753490.167
85.9,Outras atividades de ensino,Total,75389,481941,370808,11562394.745
85.9,Outras atividades de ensino,Administração pública,28,1175,1175,42848.952
85.9,Outras atividades de ensino,Entidades empresariais,73178,349564,239959,5282384.053
85.9,Outras atividades de ensino,Entidades sem fins lucrativos,2183,131202,129674,6237161.74
Q,Saúde humana e serviços sociais,Total,279977,3402897,2931021,108706941.844
Q,Saúde humana e serviços sociais,Administração pública,1156,662092,662091,32127797.873
Q,Saúde humana e serviços sociais,Entidades empresariais,264515,1539983,1076331,31997984.418
Q,Saúde humana e serviços sociais,Entidades sem fins lucrativos,14306,1200822,1192599,44581159.553
86,Atividades de atenção à saúde humana,Total,261826,3054979,2598973,99538984.317
86,Atividades de atenção à saúde humana,Administração pública,850,654742,654741,31838781.383
86,Atividades de atenção à saúde humana,Entidades empresariais,257992,1476904,1022802,30838756.811
86,Atividades de atenção à saúde humana,Entidades sem fins lucrativos,2984,923333,921430,36861446.123
86.1,Atividades de atendimento hospitalar,Total,17549,1900604,1863563,79261097.369
86.1,Atividades de atendimento hospitalar,Administração pública,571,587334,587333,28957022.752
86.1,Atividades de atendimento hospitalar,Entidades empresariais,15310,479241,443102,17152497.472
86.1,Atividades de atendimento hospitalar,Entidades sem fins lucrativos,1668,834029,833128,33151577.145
86.2,Serviços móveis de atendimento a urgências e de remoção de pacientes,Total,887,14658,13186,347535.973
86.2,Serviços móveis de atendimento a urgências e de remoção de pacientes,Administração pública,7,1635,1635,60273.352
86.2,Serviços móveis de atendimento a urgências e de remoção de pacientes,Entidades empresariais,865,12783,11321,280458.788
86.2,Serviços móveis de atendimento a urgências e de remoção de pacientes,Entidades sem fins lucrativos,15,240,230,6803.833
86.3,Atividades de atenção ambulatorial executadas por médicos e odontólogos,Total,162773,581725,309648,7805296.037
86.3,Atividades de atenção ambulatorial executadas por médicos e odontólogos,Administração pública,90,31044,31044,1134631.778
86.3,Atividades de atenção ambulatorial executadas por médicos e odontólogos,Entidades empresariais,162398,519022,247149,5169056.847
86.3,Atividades de atenção ambulatorial executadas por médicos e odontólogos,Entidades sem fins lucrativos,285,31659,31455,1501607.412
86.4,Atividades de serviços de complementação diagnóstica e terapêutica,Total,27351,328625,268588,7243775.225
86.4,Atividades de serviços de complementação diagnóstica e terapêutica,Administração pública,8,4203,4203,262611.908
86.4,Atividades de serviços de complementação diagnóstica e terapêutica,Entidades empresariais,27272,318318,258345,6761504.624
86.4,Atividades de serviços de complementação diagnóstica e terapêutica,Entidades sem fins lucrativos,71,6104,6040,219658.693
86.5,"Atividades de profissionais da área de saúde, exceto médicos e odontólogos",Total,45545,124380,53038,1154456.022
86.5,"Atividades de profissionais da área de saúde, exceto médicos e odontólogos",Administração pública,16,3568,3568,95070.346
86.5,"Atividades de profissionais da área de saúde, exceto médicos e odontólogos",Entidades empresariais,45299,117910,46743,976127.969
86.5,"Atividades de profissionais da área de saúde, exceto médicos e odontólogos",Entidades sem fins lucrativos,230,2902,2727,83257.707
86.6,Atividades de apoio à gestão de saúde,Total,2118,60653,57495,2161335.003
86.6,Atividades de apoio à gestão de saúde,Administração pública,87,21152,21152,1000576.053
86.6,Atividades de apoio à gestão de saúde,Entidades empresariais,1842,9467,6480,249489.786
86.6,Atividades de apoio à gestão de saúde,Entidades sem fins lucrativos,189,30034,29863,911269.164
86.9,Atividades de atenção à saúde humana não especificadas anteriormente,Total,5603,44334,33455,1565488.688
86.9,Atividades de atenção à saúde humana não especificadas anteriormente,Administração pública,71,5806,5806,328595.194
86.9,Atividades de atenção à saúde humana não especificadas anteriormente,Entidades empresariais,5006,20163,9662,249621.325
86.9,Atividades de atenção à saúde humana não especificadas anteriormente,Entidades sem fins lucrativos,526,18365,17987,987272.169
87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",Total,11552,149920,137828,3228649.725
87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",Administração pública,44,2891,2891,133760.992
87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",Entidades empresariais,6202,62405,53266,1154660.509
87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",Entidades sem fins lucrativos,5306,84624,81671,1940228.224
87.1,"Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares",Total,7861,101229,92079,2040411.404
87.1,"Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares",Administração pública,7,,,
87.1,"Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares",Entidades empresariais,5283,57124,49341,1074986.474
87.1,"Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares",Entidades sem fins lucrativos,2571,,,
87.2,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",Total,1793,15031,13234,346992.611
87.2,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",Administração pública,2,,,
87.2,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",Entidades empresariais,809,,,
87.2,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",Entidades sem fins lucrativos,982,,,
87.3,Atividades de assistência social prestadas em residências coletivas e particulares,Total,1898,33660,32515,841245.71
87.3,Atividades de assistência social prestadas em residências coletivas e particulares,Administração pública,35,,,
87.3,Atividades de assistência social prestadas em residências coletivas e particulares,Entidades empresariais,110,,,
87.3,Atividades de assistência social prestadas em residências coletivas e particulares,Entidades sem fins lucrativos,1753,30523,29528,705091.297
88,Serviços de assistência social sem alojamento,Total,6599,197998,194220,5939307.802
88,Serviços de assistência social sem alojamento,Administração pública,262,4459,4459,155255.498
88,Serviços de assistência social sem alojamento,Entidades empresariais,321,674,263,4567.098
88,Serviços de assistência social sem alojamento,Entidades sem fins lucrativos,6016,192865,189498,5779485.206
88.0,Serviços de assistência social sem alojamento,Total,6599,197998,194220,5939307.802
88.0,Serviços de assistência social sem alojamento,Administração pública,262,4459,4459,155255.498
88.0,Serviços de assistência social sem alojamento,Entidades empresariais,321,674,263,4567.098
88.0,Serviços de assistência social sem alojamento,Entidades sem fins lucrativos,6016,192865,189498,5779485.206
R,"Artes, cultura, esporte e recreação",Total,74090,369930,280285,8951577.558
R,"Artes, cultura, esporte e recreação",Administração pública,78,5672,5672,407790.432
R,"Artes, cultura, esporte e recreação",Entidades empresariais,57287,243148,163383,3431153.675
R,"Artes, cultura, esporte e recreação",Entidades sem fins lucrativos,16725,121110,111230,5112633.451
90,"Atividades artísticas, criativas e de espetáculos",Total,15814,39052,17769,637091.551
90,"Atividades artísticas, criativas e de espetáculos",Administração pública,24,1474,1474,74238.309
90,"Atividades artísticas, criativas e de espetáculos",Entidades empresariais,14469,33632,13148,393547.579
90,"Atividades artísticas, criativas e de espetáculos",Entidades sem fins lucrativos,1321,3946,3147,169305.663
90.0,"Atividades artísticas, criativas e de espetáculos",Total,15814,39052,17769,637091.551
90.0,"Atividades artísticas, criativas e de espetáculos",Administração pública,24,1474,1474,74238.309
90.0,"Atividades artísticas, criativas e de espetáculos",Entidades empresariais,14469,33632,13148,393547.579
90.0,"Atividades artísticas, criativas e de espetáculos",Entidades sem fins lucrativos,1321,3946,3147,169305.663
91,Atividades ligadas ao patrimônio cultural e ambiental,Total,851,10134,9334,514111.536
91,Atividades ligadas ao patrimônio cultural e ambiental,Administração pública,44,3950,3950,321561.408
91,Atividades ligadas ao patrimônio cultural e ambiental,Entidades empresariais,358,2710,2210,61529.234
91,Atividades ligadas ao patrimônio cultural e ambiental,Entidades sem fins lucrativos,449,3474,3174,131020.894
91.0,Atividades ligadas ao patrimônio cultural e ambiental,Total,851,10134,9334,514111.536
91.0,Atividades ligadas ao patrimônio cultural e ambiental,Administração pública,44,3950,3950,321561.408
91.0,Atividades ligadas ao patrimônio cultural e ambiental,Entidades empresariais,358,2710,2210,61529.234
91.0,Atividades ligadas ao patrimônio cultural e ambiental,Entidades sem fins lucrativos,449,3474,3174,131020.894
92,Atividades de exploração de jogos de azar e apostas,Total,62,116,44,896.057
92,Atividades de exploração de jogos de azar e apostas,Administração pública,,,,
92,Atividades de exploração de jogos de azar e apostas,Entidades empresariais,54,93,25,394.648
92,Atividades de exploração de jogos de azar e apostas,Entidades sem fins lucrativos,8,23,19,501.409
92.0,Atividades de exploração de jogos de azar e apostas,Total,62,116,44,896.057
92.0,Atividades de exploração de jogos de azar e apostas,Administração pública,,,,
92.0,Atividades de exploração de jogos de azar e apostas,Entidades empresariais,54,93,25,394.648
92.0,Atividades de exploração de jogos de azar e apostas,Entidades sem fins lucrativos,8,23,19,501.409
93,Atividades esportivas e de recreação e lazer,Total,57363,320628,253138,7799478.414
93,Atividades esportivas e de recreação e lazer,Administração pública,10,248,248,11990.715
93,Atividades esportivas e de recreação e lazer,Entidades empresariais,42406,206713,148000,2975682.214
93,Atividades esportivas e de recreação e lazer,Entidades sem fins lucrativos,14947,113667,104890,4811805.485
93.1,Atividades esportivas,Total,49367,272552,215085,6954376.015
93.1,Atividades esportivas,Administração pública,7,197,197,8172.267
93.1,Atividades esportivas,Entidades empresariais,35939,165574,116032,2295844.189
93.1,Atividades esportivas,Entidades sem fins lucrativos,13421,106781,98856,4650359.559
93.2,Atividades de recreação e lazer,Total,7996,48076,38053,845102.399
93.2,Atividades de recreação e lazer,Administração pública,3,51,51,3818.448
93.2,Atividades de recreação e lazer,Entidades empresariais,6467,41139,31968,679838.025
93.2,Atividades de recreação e lazer,Entidades sem fins lucrativos,1526,6886,6034,161445.926
S,Outras atividades de serviços,Total,252284,1016969,791849,22721127.324
S,Outras atividades de serviços,Administração pública,648,24743,24741,1641235.476
S,Outras atividades de serviços,Entidades empresariais,93118,428144,299663,6885649.845
S,Outras atividades de serviços,Entidades sem fins lucrativos,158518,564082,467445,14194242.003
94,Atividades de organizações associativas,Total,159762,592055,493025,15854296.976
94,Atividades de organizações associativas,Administração pública,644,24578,24576,1634051.384
94,Atividades de organizações associativas,Entidades empresariais,907,4502,1927,59323.02
94,Atividades de organizações associativas,Entidades sem fins lucrativos,158211,562975,466522,14160922.572
94.1,"Atividades de organizações associativas patronais, empresariais e profissionais",Total,14018,97183,88349,4648913.574
94.1,"Atividades de organizações associativas patronais, empresariais e profissionais",Administração pública,578,24342,24341,1623209.533
94.1,"Atividades de organizações associativas patronais, empresariais e profissionais",Entidades empresariais,251,,,
94.1,"Atividades de organizações associativas patronais, empresariais e profissionais",Entidades sem fins lucrativos,13189,,,
94.2,Atividades de organizações sindicais,Total,15253,96935,88600,2226662.688
94.2,Atividades de organizações sindicais,Administração pública,,,,
94.2,Atividades de organizações sindicais,Entidades empresariais,1,,,
94.2,Atividades de organizações sindicais,Entidades sem fins lucrativos,15252,,,
94.3,Atividades de associações de defesa de direitos sociais,Total,45087,144934,113118,3135228.981
94.3,Atividades de associações de defesa de direitos sociais,Administração pública,37,,,
94.3,Atividades de associações de defesa de direitos sociais,Entidades empresariais,448,,,
94.3,Atividades de associações de defesa de direitos sociais,Entidades sem fins lucrativos,44602,143094,112448,3120130.113
94.9,Atividades de organizações associativas não especificadas anteriormente,Total,85404,253003,202958,5843491.733
94.9,Atividades de organizações associativas não especificadas anteriormente,Administração pública,29,,,
94.9,Atividades de organizações associativas não especificadas anteriormente,Entidades empresariais,207,,,
94.9,Atividades de organizações associativas não especificadas anteriormente,Entidades sem fins lucrativos,85168,251706,202281,5820458.622
95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,Total,37486,153872,103276,2837665.067
95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,Administração pública,,,,
95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,Entidades empresariais,37473,153825,103236,2836714.486
95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,Entidades sem fins lucrativos,13,47,40,950.581
95.1,Reparação e manutenção de equipamentos de informática e comunicação,Total,19082,86262,60296,1886938.589
95.1,Reparação e manutenção de equipamentos de informática e comunicação,Administração pública,,,,
95.1,Reparação e manutenção de equipamentos de informática e comunicação,Entidades empresariais,19072,86217,60256,1885988.008
95.1,Reparação e manutenção de equipamentos de informática e comunicação,Entidades sem fins lucrativos,10,45,40,950.581
95.2,Reparação e manutenção de objetos e equipamentos pessoais e domésticos,Total,18404,67610,42980,950726.478
95.2,Reparação e manutenção de objetos e equipamentos pessoais e domésticos,Administração pública,,,,
95.2,Reparação e manutenção de objetos e equipamentos pessoais e domésticos,Entidades empresariais,18401,67608,42980,950726.478
95.2,Reparação e manutenção de objetos e equipamentos pessoais e domésticos,Entidades sem fins lucrativos,3,2,,
96,Outras atividades de serviços pessoais,Total,55036,271042,195548,4029165.281
96,Outras atividades de serviços pessoais,Administração pública,4,165,165,7184.092
96,Outras atividades de serviços pessoais,Entidades empresariais,54738,269817,194500,3989612.339
96,Outras atividades de serviços pessoais,Entidades sem fins lucrativos,294,1060,883,32368.85
96.0,Outras atividades de serviços pessoais,Total,55036,271042,195548,4029165.281
96.0,Outras atividades de serviços pessoais,Administração pública,4,165,165,7184.092
96.0,Outras atividades de serviços pessoais,Entidades empresariais,54738,269817,194500,3989612.339
96.0,Outras atividades de serviços pessoais,Entidades sem fins lucrativos,294,1060,883,32368.85
U,Organismos internacionais e outras instituições extraterritoriais,Total,267,2774,2677,203493.489
U,Organismos internacionais e outras instituições extraterritoriais,Administração pública,,,,
U,Organismos internacionais e outras instituições extraterritoriais,Entidades empresariais,,,,
U,Organismos internacionais e outras instituições extraterritoriais,Entidades sem fins lucrativos,267,2774,2677,203493.489
99,Organismos internacionais e outras instituições extraterritoriais,Total,267,2774,2677,203493.489
99,Organismos internacionais e outras instituições extraterritoriais,Administração pública,,,,
99,Organismos internacionais e outras instituições extraterritoriais,Entidades empresariais,,,,
99,Organismos internacionais e outras instituições extraterritoriais,Entidades sem fins lucrativos,267,2774,2677,203493.489
99.0,Organismos internacionais e outras instituições extraterritoriais,Total,267,2774,2677,203493.489
99.0,Organismos internacionais e outras instituições extraterritoriais,Administração pública,,,,
99.0,Organismos internacionais e outras instituições extraterritoriais,Entidades empresariais,,,,
99.0,Organismos internacionais e outras instituições extraterritoriais,Entidades sem fins lucrativos,267,2774,2677,203493.489
